사건번호,용도,시도,시군구,소재지,감정가,최저가,결과,낙찰가,낙찰율,매각일,분기
광주 3계 2025-32916,아파트,광주,서구,광주 서구 쌍촌동 1337-3 중흥에스-클래스 102동 1층 106호,"302,000,000","211,400,000",낙찰,"271,570,000",89.9%,2026-01-22,2026_1Q
광주 5계 2025-32918,답,광주,북구,광주 북구 삼각동 410,"233,672,000","104,686,000",예정,0,0%,2026-04-15,2026_2Q
광주 7계 2025-32920,아파트,광주,남구,광주 남구 임암동 728 효천시티프라디움 109동 16층 1605호,"464,000,000","464,000,000",변경,0,0%,2026-02-13,2026_1Q
광주 1계 2025-32927,근린상가,광주,서구,광주 서구 농성동 623-4,"1,467,905,760","1,467,905,760",유찰,0,0%,2026-01-07,2026_1Q
광주 2계 2025-32931,다세대,광주,서구,광주 서구 쌍촌동 537-2 마당채 2층 203호,"35,300,000","19,768,000",예정,0,0%,2026-04-02,2026_2Q
광주 3계 2025-32937,아파트,광주,서구,광주 서구 풍암동 1132 우미광장 107동 13층 1302호,"178,000,000","178,000,000",낙찰,"178,000,000",100.0%,2026-01-22,2026_1Q
광주 3계 2025-32946,점포,광주,북구,광주 북구 신안동 146-25,"241,548,790","135,268,000",예정,0,0%,2026-04-16,2026_2Q
광주 5계 2025-32948,다세대,광주,북구,광주 북구 운암동 425-3 (주)좋은건설 김경미 1동 4층 401호,"202,000,000","113,120,000",낙찰,"121,100,000",60.0%,2026-03-04,2026_1Q
광주 8계 2025-32950,아파트,광주,광산구,광주 광산구 월곡동 614-1 한성 112동 5층 511호,"112,000,000","112,000,000",신건,0,0%,2026-03-12,2026_1Q
광주 2계 2025-32956,아파트,광주,광산구,광주 광산구 송정동 929-9 중앙센트럴시티 7층 702호,"153,000,000","107,100,000",예정,0,0%,2026-04-02,2026_2Q
광주 3계 2025-32958,아파트,광주,남구,광주 남구 봉선동 1085 봉선3차한국아델리움 303동 14층 1404호,"929,000,000","650,300,000",기각,0,0%,2026-01-22,2026_1Q
광주 6계 2025-32964,단독주택,광주,동구,광주 동구 계림동 538-3,"176,855,000","123,799,000",진행,0,0%,2026-03-11,2026_1Q
광주 7계 2025-32966,오피스텔(주거),광주,동구,광주 동구 수기동 92 아트시티리버파크모아미래도 17층 1712호,"123,000,000","68,880,000",예정,0,0%,2026-03-24,2026_1Q
광주 8계 2025-32967,오피스텔(주거),광주,동구,광주 동구 수기동 92 아트시티리버파크모아미래도 13층 1307호,"114,000,000","114,000,000",신건,0,0%,2026-03-12,2026_1Q
광주 2계 2025-32972,아파트,광주,남구,광주 남구 행암동 539 효천LH천년나무6단지 605동 2층 204호,"227,000,000","158,900,000",낙찰,"192,562,000",84.8%,2026-02-19,2026_1Q
광주 7계 2025-32983,답,광주,남구,광주 남구 지석동 412-4,"60,267,240","42,188,000",예정,0,0%,2026-03-24,2026_1Q
광주 10계 2025-32987,아파트,광주,서구,"광주 서구 풍암동 777 ,672-2 SK VIEW 102동 13층 1302호","936,000,000","655,200,000",낙찰,"671,200,000",71.7%,2026-02-20,2026_1Q
광주 2계 2025-32989,아파트,광주,북구,광주 북구 운암동 68 벽산블루밍메가씨티 204동 5층 503호,"594,000,000","332,640,000",예정,0,0%,2026-04-02,2026_2Q
광주 5계 2025-32996,아파트,광주,광산구,광주 광산구 장덕동 1693 성덕마을 대방노블랜드3차 302동 6층 604호,"910,000,000","637,000,000",낙찰,"723,500,000",79.5%,2026-03-04,2026_1Q
광주 9계 2025-33001,아파트,광주,동구,광주 동구 계림동 1815 푸른길두산위브 209동 17층 1701호,"186,000,000","130,200,000",예정,0,0%,2026-04-08,2026_2Q
광주 5계 2025-33013,오피스텔(주거),광주,남구,광주 남구 진월동 881 진월동한국아델리움57펜트하우스 101동 11층 1101호,"321,000,000","143,808,000",예정,0,0%,2026-04-15,2026_2Q
광주 7계 2025-33015(1),오피스텔,광주,동구,"광주 동구 수기동 89 ,90-1 충장홀리어스오피스텔주건축물 1동 2층 203호","132,000,000","92,400,000",예정,0,0%,2026-03-24,2026_1Q
광주 7계 2025-33015(2),오피스텔,광주,동구,"광주 동구 수기동 89 ,90-1 충장홀리어스오피스텔주건축물 1동 6층 607호","133,000,000","93,100,000",예정,0,0%,2026-03-24,2026_1Q
광주 7계 2025-33015(3),오피스텔,광주,동구,"광주 동구 수기동 89 ,90-1 충장홀리어스오피스텔주건축물 1동 4층 406호","133,000,000","93,100,000",예정,0,0%,2026-03-24,2026_1Q
광주 7계 2025-33015(4),오피스텔,광주,동구,"광주 동구 수기동 89 ,90-1 충장홀리어스오피스텔주건축물 1동 4층 402호","135,000,000","94,500,000",예정,0,0%,2026-03-24,2026_1Q
광주 7계 2025-33015(5),오피스텔,광주,동구,"광주 동구 수기동 89 ,90-1 충장홀리어스오피스텔주건축물 1동 3층 304호","132,000,000","92,400,000",예정,0,0%,2026-03-24,2026_1Q
광주 7계 2025-33015(6),오피스텔,광주,동구,"광주 동구 수기동 89 ,90-1 충장홀리어스오피스텔주건축물 1동 3층 303호","133,000,000","93,100,000",예정,0,0%,2026-03-24,2026_1Q
광주 7계 2025-33015(7),오피스텔,광주,동구,"광주 동구 수기동 89 ,90-1 충장홀리어스오피스텔주건축물 1동 2층 207호","132,000,000","92,400,000",예정,0,0%,2026-03-24,2026_1Q
광주 3계 2025-33026,노유자시설,광주,남구,광주 남구 진월동 376-6,"443,611,890","248,424,000",예정,0,0%,2026-04-16,2026_2Q
광주 5계 2025-33029,다가구,광주,남구,광주 남구 서동 49-3,"756,743,500","339,022,000",예정,0,0%,2026-04-15,2026_2Q
광주 6계 2025-33030,단독주택,광주,광산구,광주 광산구 수완동 946-12,"1,127,456,771","789,220,000",진행,0,0%,2026-03-11,2026_1Q
광주 8계 2025-33037,아파트,광주,남구,"광주 남구 월산동 232-1 ,232-3,232-17,232-22,232-23 이안가 가동 14층 1401호","256,000,000","256,000,000",신건,0,0%,2026-03-12,2026_1Q
광주 9계 2025-33038,아파트,광주,남구,광주 남구 진월동 250-3 진월 다동 4층 405호,"126,000,000","88,200,000",예정,0,0%,2026-04-08,2026_2Q
광주 2계 2025-33043,아파트,광주,북구,광주 북구 삼각동 839 삼각골드클래스 105동 4층 401호,"490,000,000","343,000,000",낙찰,"434,000,000",88.6%,2026-02-19,2026_1Q
광주 3계 2025-33044,아파트,광주,북구,광주 북구 문흥동 787-1 우산 107동 1층 106호,"129,000,000","90,300,000",낙찰,"92,580,000",71.8%,2026-03-05,2026_1Q
광주 4계 2025-33046,오피스텔(주거),광주,동구,광주 동구 동명동 245-16 동명동센트럴파크 2층 210호,"152,000,000","68,096,000",예정,0,0%,2026-04-07,2026_2Q
광주 5계 2025-33047,차량,광주,서구,광주 서구 서창동 531-3 도로상 보관,"2,000,000","1,400,000",낙찰,"1,411,100",70.6%,2026-03-04,2026_1Q
광주 5계 2025-33049,오피스텔(주거),광주,서구,광주 서구 치평동 1203-1 중흥에스-클래스스카이31 19층 2037호,"76,000,000","34,048,000",예정,0,0%,2026-04-15,2026_2Q
광주 9계 2025-33057,오피스텔(주거),광주,북구,광주 북구 동림동 1348 동림동우방아이유쉘1차 102동 7층 701호,"204,000,000","142,800,000",예정,0,0%,2026-04-08,2026_2Q
광주 2계 2025-33063,아파트,광주,남구,광주 남구 노대동 835 송화레이크포레 601동 9층 903호,"643,000,000","643,000,000",유찰,0,0%,2026-02-19,2026_1Q
광주 4계 2025-33067,대지,광주,동구,광주 동구 충장로5가 49,"11,168,599,000","7,818,020,000",예정,0,0%,2026-04-07,2026_2Q
광주 5계 2025-33069,오피스텔(주거),광주,동구,광주 동구 동명동 245-16 동명동센트럴파크 14층 1414호,"162,000,000","113,400,000",낙찰,"113,400,000",70.0%,2026-03-04,2026_1Q
광주 2계 2025-33074,아파트,광주,동구,광주 동구 금남로5가 154-1 금남로에이엠시티하이클래스 9층 1122호,"74,000,000","51,800,000",낙찰,"51,800,000",70.0%,2026-02-19,2026_1Q
광주 4계 2025-33076,근린주택,광주,서구,광주 서구 동천동 717,"738,896,000","517,228,000",취하,0,0%,2026-02-24,2026_1Q
광주 7계 2025-33079,아파트,광주,서구,광주 서구 치평동 1159 상무1차우미 102동 3층 307호,"165,000,000","115,500,000",예정,0,0%,2026-03-24,2026_1Q
광주 2계 2025-33083,임야,광주,광산구,광주 광산구 신가동 358-4,"463,060,000","259,314,000",예정,0,0%,2026-04-02,2026_2Q
광주 3계 2025-33084,아파트,광주,남구,"광주 남구 주월동 456 ,456-1,456-6,463-13 현대 21동 12층 1202호","115,000,000","80,500,000",낙찰,"98,580,000",85.7%,2026-03-05,2026_1Q
광주 5계 2025-33088(1),아파트,광주,서구,"광주 서구 금호동 240-10 ,591-3,702-90 로렌시아 101동 5층 501호","413,000,000","413,000,000",유찰,0,0%,2026-01-21,2026_1Q
광주 5계 2025-33088(2),아파트상가,광주,북구,광주 북구 동림동 645 삼익 상가동 1층 101호,"84,000,000","84,000,000",유찰,0,0%,2026-01-21,2026_1Q
광주 11계 2025-33098,차량,광주,광산구,광주 광산구 월전동 92-1 내 보관,"8,000,000","5,600,000",낙찰,"6,660,000",83.3%,2026-01-20,2026_1Q
광주 3계 2025-33101,아파트,광주,남구,"광주 남구 주월동 1021-53 ,1021-67,1027-1 덕산 A동 9층 902호","195,000,000","136,500,000",낙찰,"155,500,000",79.7%,2026-03-05,2026_1Q
광주 1계 2025-33111,다세대,광주,남구,광주 남구 사동 158 성하상가 1층 106호,"46,000,000","25,760,000",예정,0,0%,2026-04-01,2026_2Q
광주 12계 2025-33114,차량,광주,남구,광주 남구 송하동 348-1 송원주차장(010-3622-7261)내 보관,"12,000,000","6,720,000",낙찰,"7,700,000",64.2%,2026-01-23,2026_1Q
광주 9계 2025-33126,아파트,광주,서구,광주 서구 금호동 785 마재마을 송촌파인힐 101동 1층 105호,"265,000,000","185,500,000",예정,0,0%,2026-04-08,2026_2Q
광주 8계 2025-33132,아파트,광주,북구,광주 북구 용봉동 1474 용봉엘리체 104동 16층 1604호,"410,000,000","287,000,000",진행,0,0%,2026-03-12,2026_1Q
광주 4계 2025-33135,아파트,광주,북구,광주 북구 문흥동 1011-5 문흥상록 103동 2층 201호,"128,000,000","57,344,000",예정,0,0%,2026-04-07,2026_2Q
광주 5계 2025-33136(2),아파트,광주,광산구,광주 광산구 신창동 1128-4 정원씨티 6층 601호,"130,000,000","130,000,000",유찰,0,0%,2026-01-21,2026_1Q
광주 10계 2025-33141,아파트,광주,광산구,광주 광산구 쌍암동 676-2 에이엠시티센트럴파크 10층 1017호,"142,000,000","142,000,000",낙찰,"142,000,000",100.0%,2026-02-20,2026_1Q
광주 3계 2025-33147,아파트,광주,북구,광주 북구 삼각동 755-22 호반 102동 8층 908호,"70,000,000","49,000,000",낙찰,"56,709,000",81.0%,2026-03-05,2026_1Q
광주 9계 2025-33152,연립,광주,광산구,광주 광산구 비아동 784 첨단금호어울림더테라스 125동 4층 407호,"512,000,000","358,400,000",예정,0,0%,2026-04-08,2026_2Q
광주 2계 2025-33156,아파트,광주,광산구,광주 광산구 쌍암동 676-3 첨단센트럴파크2차 201동 6층 606호,"166,000,000","116,200,000",예정,0,0%,2026-04-02,2026_2Q
광주 3계 2025-33157,단독주택,광주,광산구,광주 광산구 수완동 1197 1동,"1,149,688,800","804,783,000",낙찰,"924,250,000",80.4%,2026-03-05,2026_1Q
광주 4계 2025-33158,오피스텔(주거),광주,서구,광주 서구 치평동 1210-3 센트럴시티 6층 616호,"63,000,000","22,580,000",예정,0,0%,2026-04-07,2026_2Q
광주 6계 2025-33160,아파트,광주,남구,"광주 남구 주월동 456 ,456-1,456-6,463-13 현대 14동 12층 1204호","116,000,000","81,200,000",낙찰,"113,170,000",97.6%,2026-01-28,2026_1Q
광주 7계 2025-33161,아파트,광주,광산구,광주 광산구 쌍암동 676-3 첨단센트럴파크2차 202동 16층 1612호,"191,000,000","133,700,000",예정,0,0%,2026-03-24,2026_1Q
광주 8계 2025-33162,아파트,광주,북구,광주 북구 문흥동 919 대주1차 103동 4층 402호,"96,000,000","96,000,000",신건,0,0%,2026-03-12,2026_1Q
광주 2계 2025-33170,아파트,광주,북구,"광주 북구 두암동 947-1 ,947-2 부영맨션 106동 2층 201호","113,000,000","79,100,000",예정,0,0%,2026-04-02,2026_2Q
광주 6계 2025-33177,아파트,광주,동구,광주 동구 산수동 568-1 두암타운 113동 6층 601호,"351,000,000","245,700,000",진행,0,0%,2026-03-11,2026_1Q
광주 7계 2025-33182,아파트,광주,북구,광주 북구 임동 340 임동 리버파크 105동 4층 401호,"150,000,000","105,000,000",예정,0,0%,2026-03-24,2026_1Q
광주 8계 2025-33183,아파트,광주,서구,광주 서구 풍암동 1132 우미광장 102동 3층 310호,"166,000,000","166,000,000",신건,0,0%,2026-03-12,2026_1Q
광주 7계 2025-33184,차량,광주,남구,광주 남구 송하동 348-1 제3자 송원주차장내 보관,"15,000,000","8,400,000",예정,0,0%,2026-03-24,2026_1Q
광주 6계 2025-33195,아파트,광주,남구,광주 남구 봉선동 128 삼익 204동 8층 803호,"200,000,000","140,000,000",진행,0,0%,2026-03-11,2026_1Q
광주 12계 2025-33196,차량,광주,동구,"광주 동구 소태동 493-1 ,493-10,494-1,494-2 영빈2주차장(010-5743-8200)내 보관","6,000,000","3,360,000",낙찰,"4,300,000",71.7%,2026-01-23,2026_1Q
광주 1계 2025-33203,아파트,광주,서구,광주 서구 금호동 787 중흥 106동 8층 802호,"183,000,000","102,480,000",예정,0,0%,2026-04-01,2026_2Q
광주 7계 2025-33204,아파트,광주,북구,광주 북구 우산동 835 무등산자이앤어울림 111동 8층 802호,"320,000,000","224,000,000",취하,0,0%,2026-02-20,2026_1Q
광주 3계 2025-33207(1),답,광주,광산구,광주 광산구 본덕동 939,"182,672,000","102,297,000",예정,0,0%,2026-04-16,2026_2Q
광주 3계 2025-33207(2),답,광주,광산구,광주 광산구 유계동 326-5,"349,741,000","244,819,000",낙찰,"266,464,646",76.2%,2026-03-05,2026_1Q
광주 3계 2025-33207(3),아파트,광주,서구,광주 서구 치평동 1166-7 호반 103동 10층 1006호,"203,000,000","142,100,000",낙찰,"166,510,000",82.0%,2026-03-05,2026_1Q
광주 6계 2025-33211,아파트,광주,광산구,광주 광산구 수완동 933 해솔마을 현진에버빌1단지 103동 21층 2102호,"1,279,000,000","895,300,000",진행,0,0%,2026-03-11,2026_1Q
광주 3계 2025-33212,차량,광주,북구,광주 북구 삼각동 754-3 글로벌주차장(010-6245-1001)내 보관,"33,000,000","23,100,000",낙찰,"27,300,000",82.7%,2026-03-05,2026_1Q
광주 4계 2025-33219,아파트,광주,북구,광주 북구 오치동 406 101동 7층 704호,"168,000,000","117,600,000",낙찰,"143,000,000",85.1%,2026-01-13,2026_1Q
광주 8계 2025-33223,아파트,광주,광산구,"광주 광산구 월계동 755-2 ,755-3 대우 105동 10층 1002호","348,000,000","348,000,000",신건,0,0%,2026-03-12,2026_1Q
광주 3계 2025-33234,연립,광주,동구,광주 동구 용산동 636-16 남룡주택 다동 1층 101호,"110,000,000","77,000,000",예정,0,0%,2026-04-16,2026_2Q
광주 4계 2025-33235,다가구,광주,남구,광주 남구 봉선동 1007-11,"853,302,670","477,850,000",예정,0,0%,2026-04-07,2026_2Q
광주 9계 2025-33242,아파트,광주,북구,광주 북구 운암동 110-80 한국 102동 3층 303호,"125,000,000","87,500,000",예정,0,0%,2026-04-08,2026_2Q
광주 3계 2025-33248,근린상가,광주,광산구,광주 광산구 신가동 756-11,"1,322,961,480","926,074,000",예정,0,0%,2026-04-16,2026_2Q
광주 4계 2025-33249,아파트,광주,서구,광주 서구 풍암동 1130 금호타운 106동 3층 303호,"504,000,000","352,800,000",낙찰,"435,000,000",86.3%,2026-01-13,2026_1Q
광주 8계 2025-33256,주상복합(상가),광주,서구,광주 서구 치평동 1220-3 상무지구영무예다음주상복합 1층 108호,"293,000,000","293,000,000",신건,0,0%,2026-03-12,2026_1Q
광주 7계 2025-33270,단독주택,광주,서구,"광주 서구 벽진동 463 ,464-1","840,980,100","840,980,100",취하,0,0%,2026-02-13,2026_1Q
광주 9계 2025-33277,단독주택,광주,북구,광주 북구 임동 185-11,"173,704,040","121,593,000",예정,0,0%,2026-04-08,2026_2Q
광주 2계 2025-33298,아파트,광주,서구,광주 서구 금호동 809 금호5차호반리젠시빌 502동 12층 1201호,"349,000,000","244,300,000",예정,0,0%,2026-04-02,2026_2Q
광주 4계 2025-33302,아파트,광주,서구,광주 서구 금호동 815 호반리젠시빌 202동 16층 1605호,"304,000,000","243,200,000",낙찰,"257,000,000",84.5%,2026-01-13,2026_1Q
광주 3계 2025-33321,아파트,광주,동구,광주 동구 계림동 1815 푸른길두산위브 209동 17층 1702호,"187,000,000","130,900,000",예정,0,0%,2026-04-16,2026_2Q
광주 4계 2025-33324,차량,광주,남구,"광주 남구 송하동 348-1 송원주차장(010-3622-7261,062-676-7261)내 보관","9,000,000","3,226,000",예정,0,0%,2026-04-07,2026_2Q
광주 9계 2025-33329,차량,광주,광산구,광주 광산구 산정동 156 여대주차장(062-953-8424)내 보관,"15,000,000","6,720,000",예정,0,0%,2026-04-08,2026_2Q
광주 4계 2025-33341,아파트,광주,광산구,"광주 광산구 신가동 302-39 ,신창동 850-5 중흥 205동 1층 103호","129,000,000","90,300,000",정지,0,0%,2026-01-13,2026_1Q
광주 3계 2025-33376,아파트,광주,광산구,광주 광산구 쌍암동 676-3 첨단센트럴파크2차 202동 15층 1512호,"173,000,000","121,100,000",예정,0,0%,2026-04-16,2026_2Q
광주 7계 2025-33385,아파트상가,광주,남구,광주 남구 진월동 880 진월동양지바른 상가102동 지하1층 비101호,"423,000,000","296,100,000",예정,0,0%,2026-03-24,2026_1Q
광주 4계 2025-33392,아파트상가,광주,서구,광주 서구 쌍촌동 1385 상무한국아델리움 131동 2층 204호,"827,000,000","463,120,000",예정,0,0%,2026-04-07,2026_2Q
광주 6계 2025-33395,아파트,광주,광산구,광주 광산구 장덕동 1690 성덕마을 대방노블랜드5차 507동 6층 601호,"796,000,000","796,000,000",신건,0,0%,2026-03-11,2026_1Q
광주 7계 2025-33397,단독주택,광주,북구,광주 북구 우산동 203-2,"51,054,260","35,738,000",예정,0,0%,2026-03-24,2026_1Q
광주 7계 2025-33423,아파트,광주,서구,광주 서구 광천동 895 광천이편한세상 115동 2층 201호,"990,000,000","693,000,000",예정,0,0%,2026-03-24,2026_1Q
광주 4계 2025-33439,아파트상가,광주,광산구,광주 광산구 우산동 1607-1 무진로더브이벨라코트 상가동 1층 107호,"395,000,000","176,960,000",예정,0,0%,2026-04-07,2026_2Q
광주 6계 2025-33441,주상복합(상가),광주,광산구,광주 광산구 우산동 1588-1 우산동동부센트레빌 상가동 1층 118호,"666,000,000","666,000,000",신건,0,0%,2026-03-11,2026_1Q
광주 7계 2025-33442,아파트상가,광주,광산구,광주 광산구 우산동 1588-1 우산동동부센트레빌 상가동 1층 119호,"628,000,000","439,600,000",예정,0,0%,2026-03-24,2026_1Q
광주 9계 2025-33445,아파트,광주,북구,"광주 북구 삼각동 533 ,672-4,750-13 그린타운 104동 4층 407호","162,000,000","113,400,000",예정,0,0%,2026-04-08,2026_2Q
광주 3계 2025-33447,대지,광주,남구,광주 남구 월산동 912-59,"424,368,000","297,058,000",예정,0,0%,2026-04-16,2026_2Q
광주 6계 2025-33450,대지,광주,남구,광주 남구 월산동 912-58,"410,256,000","410,256,000",신건,0,0%,2026-03-11,2026_1Q
광주 9계 2025-33455,단독주택,광주,북구,광주 북구 중흥동 338-13,"234,593,380","164,216,000",예정,0,0%,2026-04-08,2026_2Q
광주 8계 2025-33464,중기,광주,광산구,광주 광산구 산정동 156 여대주차장(062-953-8424)내 보관,"32,000,000","32,000,000",신건,0,0%,2026-03-12,2026_1Q
광주 7계 2025-33477,공장,광주,광산구,광주 광산구 용동 674-4,"1,622,375,320","1,135,663,000",예정,0,0%,2026-03-24,2026_1Q
광주 6계 2025-33487,아파트,광주,광산구,"광주 광산구 월계동 764-4 ,764-6 첨단두산1차 108동 5층 503호","201,000,000","201,000,000",취하,0,0%,2026-01-28,2026_1Q
광주 9계 2025-33499,아파트,광주,북구,광주 북구 일곡동 848-1 현대 204동 10층 1005호,"154,000,000","107,800,000",예정,0,0%,2026-04-08,2026_2Q
광주 9계 2025-33503,차량,광주,동구,"광주 동구 소태동 493-1 ,493-10,494-1,494-2 영빈2주차장(010-5743-8200)내 보관","13,000,000","9,100,000",낙찰,"11,234,000",86.4%,2026-01-14,2026_1Q
광주 3계 2025-33510,아파트,광주,광산구,광주 광산구 월곡동 613-1 하남금호타운 1동 3층 302호,"173,000,000","121,100,000",예정,0,0%,2026-04-16,2026_2Q
광주 4계 2025-33513,단독주택,광주,북구,광주 북구 오치동 951-13,"168,813,900","94,536,000",낙찰,"102,000,000",60.4%,2026-02-24,2026_1Q
광주 9계 2025-33517,아파트,광주,남구,광주 남구 방림동 562 무등산센트럴파크 102동 17층 1703호,"388,000,000","388,000,000",취하,0,0%,2026-02-25,2026_1Q
광주 3계 2025-33520,차량,광주,남구,광주 남구 송하동 348-1 송원주차장내 보관(연락처 010-3622-7261),"13,000,000","9,100,000",낙찰,"9,700,000",74.6%,2026-01-22,2026_1Q
광주 4계 2025-33538,아파트,광주,남구,광주 남구 임암동 855 효천1중흥에스-클래스에코파크 203동 6층 605호,"451,000,000","315,700,000",낙찰,"367,770,000",81.5%,2026-02-24,2026_1Q
광주 7계 2025-33547,아파트,광주,광산구,"광주 광산구 월계동 757-3 ,757-4 첨단동부 101동 9층 901호","424,000,000","296,800,000",예정,0,0%,2026-03-24,2026_1Q
광주 4계 2025-33551,아파트,광주,북구,광주 북구 일곡동 849-1 한일 104동 1층 101호,"150,000,000","105,000,000",낙찰,"120,333,000",80.2%,2026-02-24,2026_1Q
광주 12계 2025-33567,차량,광주,광산구,광주 광산구 산정동 156 여대주차장(062-953-8424)내 보관,"20,000,000","14,000,000",낙찰,"16,610,000",83.0%,2026-01-23,2026_1Q
광주 9계 2025-33569,아파트,광주,남구,"광주 남구 봉선동 1125-1 ,1125-2,1125-3,1125-4 무등프라자주월2차 8층 801호","152,000,000","106,400,000",예정,0,0%,2026-04-08,2026_2Q
광주 3계 2025-33577,차량,광주,광산구,"광주 광산구 산정동 156 여대주차장내 보관(062-953-8424,010-5550-8424)","25,000,000","17,500,000",낙찰,"21,110,000",84.4%,2026-01-22,2026_1Q
광주 4계 2025-33579,차량,광주,남구,광주 남구 임암동 631-8 지와이피주차장(010-8308-7371)내 보관,"7,000,000","4,900,000",낙찰,"5,290,000",75.6%,2026-01-13,2026_1Q
광주 5계 2025-33580,차량,광주,광산구,광주 광산구 월전동 92-1 평동주차장내 보관,"18,000,000","12,600,000",낙찰,"14,520,000",80.7%,2026-01-21,2026_1Q
광주 9계 2025-33593,아파트,광주,서구,광주 서구 유촌동 871 상무버들마을 2주공 205동 14층 1407호,"177,000,000","123,900,000",예정,0,0%,2026-04-08,2026_2Q
광주 4계 2025-33598,오피스텔(주거),광주,동구,광주 동구 금동 19-3 문화전당역오펠리움 13층 1302호,"107,000,000","59,920,000",예정,0,0%,2026-04-07,2026_2Q
광주 3계 2025-33610,차량,광주,북구,광주 북구 삼각동 754-3 글로벌주차장내 보관(010-6245-1001),"23,000,000","12,880,000",기각,0,0%,2026-03-05,2026_1Q
광주 4계 2025-33611,차량,광주,남구,광주 남구 송하동 348-1 송원주차장(010-3622-7261)내 보관,"16,000,000","11,200,000",낙찰,"13,690,000",85.6%,2026-01-13,2026_1Q
광주 4계 2025-33614,다가구,광주,서구,"광주 서구 풍암동 872-7 ,872-8","1,077,494,000","754,246,000",예정,0,0%,2026-04-07,2026_2Q
광주 7계 2025-33617(1),근린상가,광주,동구,"광주 동구 용산동 665 ,666 더시너지용산 4동 1층 123호","340,000,000","238,000,000",예정,0,0%,2026-03-24,2026_1Q
광주 7계 2025-33617(2),근린상가,광주,동구,"광주 동구 용산동 665 ,666 더시너지용산 4동 1층 124호","340,000,000","238,000,000",예정,0,0%,2026-03-24,2026_1Q
광주 4계 2025-33625(1),도로,광주,북구,광주 북구 임동 92-110,"1,800,000","1,260,000",낙찰,"1,479,000",82.2%,2026-02-24,2026_1Q
광주 4계 2025-33625(2),도로,광주,북구,광주 북구 임동 92-131,"33,000,000","23,100,000",낙찰,"33,000,000",100.0%,2026-02-24,2026_1Q
광주 4계 2025-33625(3),도로,광주,북구,광주 북구 임동 92-134,"29,400,000","20,580,000",낙찰,"20,580,000",70.0%,2026-02-24,2026_1Q
광주 4계 2025-33625(4),도로,광주,북구,광주 북구 임동 92-151,"2,360,000","1,652,000",낙찰,"1,919,000",81.3%,2026-02-24,2026_1Q
광주 4계 2025-33625(5),대지,광주,북구,광주 북구 임동 94-205,"324,920,000","181,956,000",예정,0,0%,2026-04-07,2026_2Q
광주 4계 2025-33634,공장,광주,광산구,광주 광산구 고룡동 958 주1동,"2,911,402,950","2,911,402,950",유찰,0,0%,2026-01-13,2026_1Q
광주 10계 2025-33667,오피스텔(주거),광주,광산구,광주 광산구 쌍암동 676-3 첨단센트럴파크2차 202동 4층 409호,"186,000,000","130,200,000",예정,0,0%,2026-03-27,2026_1Q
광주 7계 2025-33695,아파트,광주,남구,"광주 남구 봉선동 5 ,2-2,3,3-8,4,4-3,6,7,7-2,7-8,산1,산1-1,산1-2,산7-1 명지 B동 1층 113호","141,000,000","98,700,000",예정,0,0%,2026-03-24,2026_1Q
광주 7계 2025-33702,차량,광주,광산구,광주 광산구 우산동 218-5 제3자 서창다리주차장내 보관,"18,000,000","12,600,000",낙찰,"16,499,999",91.7%,2026-02-13,2026_1Q
광주 4계 2025-33720,아파트,광주,서구,광주 서구 화정동 930-1 라인동산 110동 1층 108호,"198,000,000","138,600,000",취하,0,0%,2026-02-24,2026_1Q
광주 2계 2025-33727(1),차량,광주,광산구,광주 광산구 우산동 218-5 서창다리주차장(010-8466-0864)내 보관,"10,000,000","7,000,000",낙찰,"8,670,000",86.7%,2026-01-08,2026_1Q
광주 2계 2025-33727(2),차량,광주,광산구,광주 광산구 우산동 218-5 서창다리주차장(010-8466-0864)내 보관,"15,000,000","10,500,000",낙찰,"12,380,000",82.5%,2026-01-08,2026_1Q
광주 4계 2025-33737(1),근린상가,광주,광산구,광주 광산구 쌍암동 694-28 보이저첨단 지하1층 에스110호,"697,000,000","390,320,000",예정,0,0%,2026-04-07,2026_2Q
광주 4계 2025-33737(2),근린상가,광주,광산구,광주 광산구 쌍암동 694-28 보이저첨단 지하1층 에스111호,"697,000,000","390,320,000",예정,0,0%,2026-04-07,2026_2Q
광주 4계 2025-33737(3),근린상가,광주,광산구,광주 광산구 쌍암동 694-28 보이저첨단 지하1층 에스126호,"697,000,000","487,900,000",예정,0,0%,2026-04-07,2026_2Q
광주 5계 2025-33738,중기,광주,북구,광주 북구 삼각동 754-3 글로벌주차장내 보관,"105,000,000","73,500,000",취하,0,0%,2026-03-04,2026_1Q
광주 8계 2025-33780,차량,광주,북구,광주 북구 삼각동 754-3 글로벌주차장(010-6245-1001)내 보관,"14,000,000","9,800,000",진행,0,0%,2026-03-12,2026_1Q
광주 9계 2025-33783,아파트,광주,서구,광주 서구 화정동 400-16 꽃담마을 이-편한세상 104동 24층 2404호,"602,000,000","421,400,000",예정,0,0%,2026-04-08,2026_2Q
광주 4계 2025-33802,근린상가,광주,남구,광주 남구 임암동 893 1동 1층 111호,"515,000,000","288,400,000",예정,0,0%,2026-04-07,2026_2Q
광주 8계 2025-33809,연립,광주,동구,광주 동구 수기동 4-5 더원에버빌 4층 401호,"131,000,000","131,000,000",신건,0,0%,2026-03-12,2026_1Q
